idx,id,text,intent,urgency,events,reasons,suggest_intent,suggest_urgency,suggest_events,keyword_hits
9993,aefdb0a41bf3ce19cc01328aa11891f0ab77d0ea,"ERT, hampir: backhoe terkait hydrant sekalian api sekalian smoky di open pit, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_fire_missing_event,SOS,HIGH,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
10010,31e2dde1ea0c5e557c4c2eb2ce7c86e981bda17e,"hampir tabrakan, near miss bengkel di teras, belum ada korban, mohon monitor.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL|kw_collision_missing_event,,HIGH,COLLISION_VEHICLE,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10023,33e2ff8f84048244c81f93bba58bb6d6bceb8223,"kayaknya, near miss smoke DI bunker, BELUM ada korban, tolong amankan area.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10025,e31f31a8c41bd4c73a3473178da90722fe907657,"simulasi, ditemukan evacuation di open pit, untuk dicatat. over evac now.",NON_SOS,LOW,TRAPPED_LOST,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10027,927862dbc3aad2feb4bfeb77df2894d372d9a50e,"tercium gas, near miss ngebut di pit utara, belum ada korban, tolong monitor.!!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10036,a2ba59eda1c3a25903bff8f789c8d3dcd038bb42,"Dispatch, smoldering: ada indikasi trauma di stockpile, mohon monitor.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b
10043,7727bf2c00b15af9abf6196a3736187156f380ad,"Base, bau gas: generator terkait switchgear di haul road, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10048,b201df43d137d417cec6ee0f514dc58a5105420f,"hampir - potensi trauma kepala di sump, harap informasikan ke semua unit, koordinat -3.189,117.381.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b
10071,3215f7f49170be789b0481c4314565e25e0ff5b9,"Dispatch, baterai habis dan orang hilang (konteks: LOTO) di pit selatan sudah terkendali, update status.!!!",NON_SOS,HIGH,TRAPPED_LOST,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10078,7c9333447fb7fcd7fb708eeb8b7496b07b0354ab,"Emergency drill simulasi evakuasi di stasiun pompa, semua aman. need ERT now.",SOS_POSSIBLE,LOW,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10079,ae7a0335d14597a85fc32f442fc4d736c2959207,"indikasi, near MISS TRAUMA kepala di bin, belum ada korban, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b
10089,216f30ea9557094afa196d8379393ad974d12424,"sepertinya, ngebut dan grader di control room, sementara aman tapi bahaya, mohon dicek segera (freq 1).",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10090,a79f3e64cff493dec33c7abac55cebab719529aa,"Security, Security, Security, tidak tahu jalan di dewatering area sudah terkendali, untuk follow up.!",NON_SOS,LOW,TRAPPED_LOST,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10137,ebc684e2f07088dda0d7525572a626366fc2dbd5,"tanda-tanda, near miss ketabrak di rom, belum ada KORBAN, MOHON dicek segera.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL|kw_collision_missing_event|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10151,9738b13d464c2d2064d5e25d63877c4939f0f425,"hampir terguling, tabrakan loko loko loko di stasiun pompa, sementara aman tapi bahaya, mohon amankan area. standby standby ya.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10182,e25c283e01b2fc9d7d3774516cc9771f4f65a67d,"tercium gas, near miss arus pendek di waste dump area, belum ada korban, mohon standby ERT.!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE|ELECTRICAL,heavy_event_low_urgency:HAZMAT_RELEASE|kw_electrical_missing_event,,HIGH,,\b(korslet|arus pendek|tersengat|kesetrum|listrik|sparking)\b
10231,a6f06999c059942244af0d16fc8b8bd82cdb5325,"nyaris, near miss ngebut di haul road, belum ada korban, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10233,374827f3beb91d04a7914aafd562bb78017bbba1,"buat dicatat, ada self rescuer di pumping station, mohon dibuat WO.",NON_SOS,LOW,TRAPPED_LOST,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10247,4ff5a96ebf1adf18bf634a6ceaf68d54a9ed82f0,"kemungkinan, skid dan crash dan bucket drop di open pit, sementara aman tapi bahaya, mohon dicek segera.!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10252,c4919c99179cfff3e5551e125284b3bd4bbb2492,"sepertinya - potensi menabrak plus rem gagal plus rem blong (konteks: hauling) di underground heading, HARAP pasang rambu.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10254,95623457c076527aafd3bb2a191e4e111f756f57,"warning, near miss menabrak dan hilang kendali dan skid di dump point, belum ada korban, mohon escort unit.!!!",SOS_POSSIBLE,MEDIUM,TRAPPED_LOST|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10257,0c544b5552095bb1cb215de5432b7b4e14b75bc6,"Cancel emergency, laporan unexploded explosive di dump area ternyata tidak terjadi.!!",SOS_POSSIBLE,LOW,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10258,ce641f3fcd846874565f785a0b1f2009cfca776e,"Base, kerusakan barengan hydroplaning barengan tabrakan di high wall sudah terkendali, untuk follow up.!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,SOS_POSSIBLE,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10271,8628d2800c38237ad5de09ca934d60cc9104c1f7,"Dispatch, belum jelas: dt 60t terkait slip ke jurang plus sudden stop di rom, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_ground_failure_missing_event,,HIGH,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10334,30e68d7c0656459db8b10745a867a10b9c34dd9d,"hampir tertabrak - potensi blackmail di lowwall, mohon escort unit.!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event|kw_ground_failure_missing_event,,HIGH,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10338,71d9af8a1f6fd891c7c33810e08a596f4572e88c,"retakan, near miss primer di sump, belum ada korban, mohon dicek segera.!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10343,65134016a1038c2afa7e4a710c8f40b16e2bc84a,"tanda-tanda, near miss luka robek di sump, belum ada korban, pls dicek segera. please respond.!!, koordinat -3.303,116.291 (channel emergency).",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(emergency|darurat|tolong|urgent|segera)\b
10347,afd16d0e775ca68a9881899be3c6fe24f2716854,"Clinic, tidak urgent: boom patah sekalian hook lepas di shop, update status.!!! (channel emergency).",SOS_POSSIBLE,LOW,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(emergency|darurat|tolong|urgent|segera)\b
10350,6ee607ad522f1a54887e2bd03244e568536b8dc7,"hampir jatuh - - - potensi fire brigade di pumping station, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_emergency_word_but_non_sos|kw_fire_missing_event,SOS,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
10351,3a16c7135d119f67e785c70352a4257d65095b8a,"tanda-tanda, near miss jalan keluar DI ROM PAD, belum ada korban, mohon dicek segera.!!!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|TRAPPED_LOST,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10354,9202ad24acd3f1dc7eb8e3b6c9120ee9af2bb9a8,"smoldering, near miss evac dengan self rescuer gagal di lubang tambang, belum ada korban, tolong tindak lanjut.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|TRAPPED_LOST,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10356,771c8690535aa41eb03159f0d88dee756efbfa76,"Security, untung tidak: fuel truck terkait boom patah di highwall, mohon escort unit. please respond.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|GROUND_FAILURE,heavy_event_low_urgency:INJURY_MEDICAL|kw_ground_failure_missing_event|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10358,056163fac62b639e5366f64017b193c7707a66d1,"Clinic, nyaris celaka: ada indikasi terbakar barengan fire barengan smoldering di plant, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_fire_missing_event,SOS,HIGH,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
10376,61246b631f40b6aff2c63217068c49838a93bc71,"Dispatch, hampir tertabrak: ada indikasi jaringan UDARA di SUMP outlet, mohon dicek segera.  dengan HV contact dengan kabel putus, koordinat -1.369,119.449.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE|ELECTRICAL,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10397,0f03767fa8667005ecd2e0758e0197af60cee8e3,"retakan, retakan, retakan, bau gas di tipping point, sementara aman tapi bahaya, mohon dicek segera.!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10401,a2a9c602a01ef921030ff0017c7817492786475e,"training, ada hitch LEPAS DI lowwall, mohon dibuat WO. need ERT now.  sekalian grader",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_ground_failure_missing_event,SOS_POSSIBLE,HIGH,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10419,f55760c35a38438446122fdc066c6b4ab01e42a4,"Cancel emergency, LAPORAN SPILL di teras TERNYATA tidak terjadi.!!!",SOS_POSSIBLE,LOW,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10438,d2f83965aeb1417415d3a3570908f5cc5943c281,"hampir terguling, near miss trauma di lowwall, belum ada korban, mohon monitor.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL|kw_ground_failure_missing_event|kw_injury_missing_event,SOS,HIGH,GROUND_FAILURE,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10472,210e7ae55ac8ef869938ce6434ac18d29826bb9d,"warning - potensi potensi potensi potensi kerusakan di lowwall, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_ground_failure_missing_event,,HIGH,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10488,5ce6f3dbdbd493a9597ba62843a1a078c5cb4ae0,"Dispatch, trauma di hauling road, hampir kejadian, harap pasang rambu. Standby, Dispatch.!!!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b
10492,b7733727052275a8faba51b05c694377f2556572,"Security, light vehicle di control room, hampir kejadian, mohon monitor, koordinat -1.549,117.117 (channel emergency).",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10505,fb6e8165b6b47a21a23ff214c42d9cc0a6d8d95c,"Emergency drill simulasi evakuasi di crushing plant, semua aman. roger that.",SOS_POSSIBLE,LOW,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10516,431d14654621a00998323cae263e847ff970f905,"hampir tabrakan - potensi leak di bin, harap informasikan ke semua unit.!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_collision_missing_event,,HIGH,COLLISION_VEHICLE,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10523,f807bd02f12906e1a15867893330d29f1f3be409,"terdeteksi - potensi bengkel barengan api kecil barengan fire truck DI DEWATERING AREA, HARAP informasikan ke semua unit.!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_fire_missing_event,SOS,HIGH,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
10527,4bde470533b326df1882d229c65724021b7f3a0f,"ERT, self rescuer di di di underground heading sudah terkendali, mohon jadwalkan perbaikan.",NON_SOS,LOW,TRAPPED_LOST,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10538,6deb605343775b16efc19ccee1f9f778b45eb74a,"ERT, diduga: electric shovel terkait first aid plus sesak napas di dump point, mohon dicek segera.!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos|kw_hazmat_missing_event,SOS,HIGH,HAZMAT_RELEASE,\b(emergency|darurat|tolong|urgent|segera)\b|\b(h2s|hidrogen sulfida|gas beracun|sesak nafas|sesak napas|keracunan|asphyx|asfiksia)\b
10549,0d5da62ba7241d1373cd579755b3072514ea681d,"Dispatch, minor leak: excavator terkait luka di HIGHWALL pit SELATAN, HARAP PASANG rambu.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|GROUND_FAILURE,heavy_event_low_urgency:INJURY_MEDICAL|kw_ground_failure_missing_event|kw_injury_missing_event,SOS,HIGH,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10553,0b6dcc4895136230f97311573694c882f6093a4a,"untung tidak - potensi mesin mati mendadak plus mechanical failure di dinding tinggi, mohon monitor (radio emergency).",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10567,8925f1c8199bc2d46a60568c421d199c226fb1a5,"sepertinya, near miss miss miss miss runaway rail sekalian tabrakan di hopper, belum ada korban, mohon escort unit.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10589,d60dd86f81ba4e12672fdb7374a4cb76cf985c37,"Base, NABRAK DI dump point, hampir kejadian, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10595,bf388b533ffddb97c8f96050e7d3a1ecada90ae4,"ERT, runaway rail DI lowwall, hampir kejadian, harap informasikan ke semua unit. Roger, ERT.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_ground_failure_missing_event,,HIGH,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10615,8049ef98dcf85aab44d7a9895ba7a84628077fa2,"ERT, ERT, ERT, ERT, warning: electric shovel terkait drill hole sekalian gagal ledak sekalian blast di highwall pit selatan, harap informasikan ke semua unit.!!",SOS_POSSIBLE,LOW,FIRE_EXPLOSION|GROUND_FAILURE,heavy_event_low_urgency:FIRE_EXPLOSION|kw_ground_failure_missing_event,,HIGH,,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10622,299758de2bbad8ca91d7ecc46454dfe01557e56e,"ERT, mengakali safety device dengan masuk area terlarang (konteks: blast) di primary crusher sudah terkendali, untuk dicatat.!!",NON_SOS,HIGH,INJURY_MEDICAL,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10639,75b2e68f481e58ab4e337cbb21a7f8feb5e0bb61,"tercium gas, crane roboh di dewatering area, sementara aman tapi bahaya, tolong standby ERT.!!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10650,61adab779f6b5cfe6a39333f3fd6c9e76f752c20,"Emergency Emergency Emergency Emergency drill simulasi evakuasi di jalan hauling, semua aman. roger that.",SOS_POSSIBLE,LOW,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10668,851af7867b6de22d1f3251005008125bfab10347,"warning - potensi loko berhenti mendadak plus rail collision plus rem blong di weighbridge, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10712,bf4ffab1554fe3cd3935ef141eeb8aa5a5beafb0,"SECURITY, HAMPIR TERTABRAK: forklift truck terkait ground support failure barengan settlement parah di belt, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10719,af1c12bc67e92a7e561207d4ceb249ee6258ce0a,"indikasi, fire dengan fire extinguisher dengan terbakar di fuel BAY, sementara aman tapi bahaya, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_fire_missing_event,SOS,HIGH,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
10735,2ed37fb48202c2ec02ba1de56ed996ae9ebe6fa6,"terbaca, APAR barengan ember barengan fire truck di run of mine, sementara aman tapi bahaya, mohon escort unit.!!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|kw_fire_missing_event,SOS,HIGH,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
10738,4382f73d6cfb77aaf1d94175bc4c98728bf88eae,"Emergency drill simulasi evakuasi di rom, semua aman.!!!",SOS_POSSIBLE,LOW,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10755,89393d3910f207d69dd2b5498b772e62b258d785,"untung tidak - - - - potensi kecelakaan dan tabrakan loko (konteks: dispatch room) di workshop, harap pasang rambu. standby ya.!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10773,1cb336da803ff291450ad3cdc7b605fcdb94fcd8,"kayaknya, coolant leak di ramp W, sementara aman tapi BAHAYA, TOLONG dicek now.!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10783,02915d43f662672906ec714b33eae8e6daffb0dd,"Control, training: tidak tahu jalan di camp, MOHON jadwalkan PERBAIKAN.",NON_SOS,LOW,TRAPPED_LOST,non_sos_with_heavy_event,SOS_POSSIBLE,,,
10816,468667bf2ee3ad2d11be8ab0685ae6d24cfcea82,"nyaris celaka - potensi bocor di highwall, mohon amankan area. need ERT now.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE|GROUND_FAILURE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_ground_failure_missing_event,,HIGH,,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10828,8660456cbf9d3c4a638b3f8449f63fa76c7322be,"Security, masih masih masih dicek: ada indikasi tank bocor barengan hazmat barengan gas bocor di highwall, mohon escort unit.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE|GROUND_FAILURE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_ground_failure_missing_event,,HIGH,,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10832,84c542026e589d91b0e3bf322582277727d3617a,"nyaris kejadian, near miss fan mati di dewatering point, belum ada korban, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10837,3e9d1a7fe89f2775df77817d8f48c75fa2bf6534,"ERT, reading naik: grader terkait slip ke jurang di jalan hauling, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_emergency_word_but_non_sos|kw_ground_failure_missing_event,,HIGH,GROUND_FAILURE,\b(emergency|darurat|tolong|urgent|segera)\b|\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
10842,6354c2d6149d17783079398085feab8747757c41,"Clinic, sensor: compactor terkait terkait terkait kerusakan di haul road, tolong standby ERT (channel utama).",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10845,f4002ae4da0b664793b9762ab02f6c751276914e,"terdeteksi, near miss understeer understeer understeer understeer di pos timbang, belum ada korban, mohon dicek segera.!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
10859,3312d621cd0ed220f78328a1aded932648429f9c,"ERT, diduga: forklift truck terkait menabrak di stockpile, mohon monitor.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|kw_collision_missing_event,,HIGH,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
10864,20defbed5c88bcaf446b1dd32c8115d722d3b906,"Base, hampir kena: ada indikasi kebocoran di sump outlet, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|kw_emergency_word_but_non_sos,,HIGH,,\b(emergency|darurat|tolong|urgent|segera)\b
